read_index	read_name	fast5_path	model_name	strand	num_events	num_steps	num_skips	num_stays	total_duration	shift	scale	drift	var
106	deebb9fa-b506-45ef-8eec-8b8c52da19fc	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_27953_ch_287_strand.fast5		template	2454	755	12	1686	17.61	-0.075	0.993	0.0	1.161
107	56e26829-b48e-4c3f-94ee-7cb1a1ff282e	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_7004_ch_82_strand.fast5		template	1537	680	19	837	9.79	1.7369999999999999	0.971	0.0	1.3019999999999998
108	259e28f3-4112-47e8-9088-9ede5e292ba3	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_17178_ch_173_strand.fast5		template	2248	749	13	1485	16.13	-3.085	0.948	0.0	1.273
109	442a0e0f-89a6-4277-891a-760b7877bac2	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_10363_ch_495_strand.fast5		template	2206	730	20	1455	16.06	-1.166	0.971	0.0	1.121
110	5b263f25-a7eb-4f05-9512-f6a983cb037d	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_231_ch_405_strand.fast5		template	1480	722	21	736	9.26	-1.183	0.968	0.0	1.3259999999999998
111	5cc44f72-df39-431d-ad20-d68cd6faa88e	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_11623_ch_462_strand.fast5		template	1563	713	16	833	9.51	0.935	0.996	0.0	1.242
112	6dc45b57-147b-4b63-b242-b792bfdb9e70	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_6024_ch_254_strand.fast5		template	2040	725	20	1294	12.7	0.39899999999999997	0.9890000000000001	0.0	1.183
113	f888bdf5-1c54-4a75-9190-d49957caa566	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_4347_ch_241_strand.fast5		template	1314	700	19	594	8.74	1.821	0.9690000000000001	0.0	1.319
114	2d75505a-b9c9-461f-bf9d-c4b1d579ab36	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_12944_ch_139_strand.fast5		template	1651	727	19	904	10.15	1.6230000000000002	0.986	0.0	1.29
115	639c9150-bbbc-4bd7-9761-39aecc833523	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_10594_ch_221_strand.fast5		template	1458	735	16	706	9.19	1.334	0.9490000000000001	0.0	1.3330000000000002
116	20137912-d626-42f9-b1d9-73b32d4bb428	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_4337_ch_411_strand.fast5		template	2638	699	22	1916	17.12	-0.125	0.977	0.0	1.331
117	ed0ba64c-4213-4f80-8598-03bf83bdd6e5	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_16541_ch_116_strand.fast5		template	1965	697	30	1237	12.94	-0.27899999999999997	1.003	0.0	1.2690000000000001
118	3a111a70-eb91-4877-b736-ed9ccffc165e	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_4701_ch_463_strand.fast5		template	1716	719	21	975	11.93	-1.062	0.993	0.0	1.252
119	5ba04671-59f1-46af-a95a-badec64dca34	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_4754_ch_347_strand.fast5		template	2074	729	14	1330	13.9	-0.523	0.98	0.0	1.22
120	494ad388-1ff3-44a7-877c-03e7217dcd12	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_4661_ch_98_strand.fast5		template	1886	734	19	1132	11.8	-1.966	0.985	0.0	1.185
121	81a479ce-787b-46b3-b7ec-bf8d8d3fe85d	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_17113_ch_283_strand.fast5		template	2953	780	38	2134	21.78	-1.021	1.025	0.0	1.17
122	f3de58b3-c3d2-48c8-b5e5-4580daf70f31	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_4220_ch_240_strand.fast5		template	1890	722	20	1147	12.93	0.226	1.0070000000000001	0.0	1.31
123	23bc3671-9284-40a4-ac23-d20a67159a72	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_12781_ch_17_strand.fast5		template	1441	702	23	715	9.77	12.127	0.978	0.0	1.341
124	b08c80bc-c1ea-4c88-94eb-c001b8e74c09	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_16099_ch_57_strand.fast5		template	1745	691	27	1026	11.8	8.923	0.983	0.0	1.341
125	a1cac803-e7eb-45c8-bfe1-4c7d72d4cb3e	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_848_ch_512_strand.fast5		template	1716	697	25	993	10.43	1.189	0.9440000000000001	0.0	1.406
126	4b5bafd0-bdf7-4c07-b326-2d190e8dc940	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_8701_ch_54_strand.fast5		template	1462	726	17	718	9.13	10.890999999999998	0.99	0.0	1.246
127	7bb52778-4092-4ea6-b5a0-84c0a006cd6c	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_14068_ch_261_strand.fast5		template	1787	712	20	1054	11.1	-0.275	0.965	0.0	1.224
128	b401ac4a-f432-4e39-be57-9c772f228f7c	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_10692_ch_399_strand.fast5		template	2688	703	16	1968	16.94	1.416	0.9690000000000001	0.0	1.4040000000000001
129	711e8398-6efd-4dec-838f-cad466cdc109	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_11847_ch_395_strand.fast5		template	1835	721	17	1096	12.17	1.681	1.015	0.0	1.31
130	5d89226a-ff61-4add-818c-535ea2a42c5d	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_6347_ch_328_strand.fast5		template	1468	714	20	733	9.66	0.816	1.008	0.0	1.274
131	00911023-5dfe-4cd8-b183-b23af8d652a7	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_6182_ch_347_strand.fast5		template	1694	713	17	963	11.03	1.157	0.985	0.0	1.3430000000000002
132	7b5356a0-ff0e-4c1a-83aa-b7a9f873b32d	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_1717_ch_288_strand.fast5		template	2665	689	22	1953	18.33	0.935	0.992	0.0	1.155
133	f2c19a39-72b0-4ed5-bb9e-aa948e0bc3cc	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_16556_ch_239_strand.fast5		template	1905	711	19	1174	11.47	-0.256	1.022	0.0	1.3119999999999998
134	d717ae46-fe92-4c0c-9a11-58d932227548	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_8879_ch_28_strand.fast5		template	1927	691	21	1214	13.09	3.623	1.011	0.0	1.239
135	9f1b9868-2ec9-4c19-9548-a980ca0d451e	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_3398_ch_175_strand.fast5		template	1951	701	16	1233	13.77	2.167	0.948	0.0	1.4909999999999999
136	0cad7baf-7e92-4ca1-8510-f9f947950cf3	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_5278_ch_336_strand.fast5		template	2074	712	16	1345	14.23	2.374	0.9440000000000001	0.0	1.385
137	1bd8a91b-e979-40a8-ba68-02dec96ad63a	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_9343_ch_467_strand.fast5		template	1551	713	15	822	9.48	1.749	1.0070000000000001	0.0	1.271
138	eeaca2c7-e3fd-4c12-9948-a9ac3ad739fc	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_15071_ch_442_strand.fast5		template	2175	709	16	1449	14.47	4.18	0.9790000000000001	0.0	1.2770000000000001
139	ee2cf74e-1839-47b8-ae43-0b0acfeb862b	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_20631_ch_172_strand.fast5		template	3061	656	31	2373	21.73	-0.158	1.01	0.0	1.237
140	640ddbea-b5fc-4d00-b4b9-a7fa23ac9c07	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_19170_ch_123_strand.fast5		template	1620	661	11	947	9.73	5.006	0.966	0.0	1.518
141	0683d5c1-4154-49cb-99f6-483e70a6fbd3	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_44620_ch_390_strand.fast5		template	1799	715	14	1069	11.32	0.26899999999999996	0.988	0.0	1.2990000000000002
142	347b84ea-a213-40b5-9842-8681adbd9f44	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_2909_ch_183_strand.fast5		template	1954	731	8	1214	13.7	0.245	0.9740000000000001	0.0	1.255
143	74a38693-70c3-48e2-8465-1eb5fefa6f9c	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_2671_ch_384_strand.fast5		template	1533	649	15	868	9.34	0.867	0.9690000000000001	0.0	1.276
144	64f76fbb-5e9e-421f-96a9-b34e99f40d23	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_8989_ch_106_strand.fast5		template	1286	607	19	659	8.12	0.815	0.9790000000000001	0.0	1.281
145	919f653b-3193-4e24-86d6-b0c3705e8481	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_3111_ch_353_strand.fast5		template	835	283	12	539	5.26	-0.97	0.9890000000000001	0.0	1.29
146	f9798655-c45e-4b10-a89a-bb6d562630e6	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_11792_ch_441_strand.fast5		template	586	228	11	346	3.96	-1.585	0.9670000000000001	0.0	1.624
147	ae773f17-6740-4f47-b3c6-2b9f03499876	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_18142_ch_71_strand.fast5		template	744	205	3	535	5.0	5.593	1.036	0.0	1.253
158	7e0ba0d5-55a4-4597-997b-9717ba6dadcb	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_13651_ch_359_strand.fast5		template	1387	501	12	873	8.98	0.451	1.003	0.0	1.2919999999999998
159	ecca3f8a-7d19-4050-a151-e59b64b61514	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_12014_ch_489_strand.fast5		template	2487	916	32	1538	16.41	-0.775	0.992	0.0	1.187
160	75ad257d-2c63-412c-8794-6e33715b4ba5	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_6173_ch_464_strand.fast5		template	2186	950	25	1210	14.09	2.3369999999999997	0.9890000000000001	0.0	1.2109999999999999
161	21ea82c3-13b8-41fe-8f47-ed754d64c91d	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_15674_ch_62_strand.fast5		template	1483	688	14	780	9.47	8.834	0.9640000000000001	0.0	1.399
162	6cd0cd47-db93-4e73-99cc-e91c68f45268	fast5/GISPC936_20181120_FAK27249_MN18749_sequencing_run_SHO_20112018_EmptyE2_9_36177_read_10486_ch_13_strand.fast5		template	3643	770	32	2840	24.99	9.648	0.9620000000000001	0.0	1.361
